Trinity,XM,E,length,chr,OG,TC,Chromosome/scaffold name,Gene start (bp),Transcript length (including UTRs and CDS),Gene % GC content,Transcript count,Gene description,iB,Gene_Location,phase,dali11,lethality,sex,chrom_num,chrom_name,Tcas_Robust_TMM,Tcas_ancestral_node,Tcas_Robust_ACE,Tcas_Robust_log2(Current:Ancestral),Tcas_Robust(Current:Ancestral),Tcas_abs(Current-Ancestral),Tcon-F-ACE-R-Robust-mean(current),Tcon-ancestral-node,Tcon_robust_ACE,Tcon_Robust(Current:Ancestral),Tcon_Robust_log2(Current:Ancestral),Tcon_abs(Current-Ancestral),Tfrem_Robust_TMM,Tfrem_ancestral_node,Tfrem_Robust_ACE,Tfrem_Robust(Current:Ancestral),Tfrem_Robust_log2(Current:Ancestral),Tfrem_abs(Current-Ancestral),Tbrev_Robust_TMM,Tbrev_ancestral_node,Tbrev_Robust_ACE,Tbrev_Robust(Current:Ancestral),Tbrev_Robust_log2(Current:Ancestral),Tbrev_abs(Current-Ancestral),Gcorn_Robust_TMM,Gcorn_ancestral_node,Gcorn_Robust_ACE,Gcorn_Robust(Current:Ancestral),Gcorn_Robust_log2(Current:Ancestral),Gcorn_abs(Current-Ancestral)
T_cast_DN10102_c0_g1_i2.p1.p1,XM_964581.3,0,579,LG3,OG0015178,TC011539,LG3,3680531,943,30.58,1,ALX homeobox protein 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W6C1],iB_05052,LG3,II,20,low,Female,LG3,Autosome,0.16833131,D_Tfree-Tcast_anc,0.1271469,0.40480724,1.32391201,0.04118441,0.189062128,C_Tconf_anc,0.164208594,1.151353432,0.203330766,0.024853534,0.076095799,D_Tfree-Tcast_anc,0.127146901,0.598487254,-0.740607573255611,0.051051101,0.215814571,B_Tbrev_anc,0.171271318,1.260074214,0.333508705676837,0.044543253,0.143221787,A_MRCA,0.164949391,0.868277148,-0.203772480826813,0.021727604
T_cast_DN10104_c0_g1_i1.p1.p1,XM_969316.3,0,645,LG8,OG0012208,TC005337,LG8,14341655,1209,36.49,1,Polycomb group protein Psc-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WV47],iB_03938,LG8,I,40,low,Female,LG8,Autosome,0.22437019,D_Tfree-Tcast_anc,0.24824374,-0.1458763,0.90383022,0.02387355,0.32786139,C_Tconf_anc,0.352397652,0.930373366,-0.104118298,0.024536262,0.24438907,D_Tfree-Tcast_anc,0.24824374,0.984472237,-0.0225775734690475,0.00385467,0.647697531,B_Tbrev_anc,0.402442835,1.609414991,0.686536375539911,0.245254696,0.331814796,A_MRCA,0.386524376,0.858457618,-0.220181183835858,0.054709581
T_cast_DN1012_c0_g1_i11.p1.p1,XM_008196021.2,0,1782,LG5,OG0011650,TC014610,LG5,12358890,2138,38.4,1,,iB_12910,LG5,III,40,low,Female,LG5,Autosome,0.98796868,D_Tfree-Tcast_anc,1.21671097,-0.3004493,0.81199948,0.2287423,1.421161436,C_Tconf_anc,1.318872591,1.077557791,0.107765245,0.102288845,1.418255448,D_Tfree-Tcast_anc,1.216710974,1.16564696,0.2211309053229,0.201544474,1.615870913,B_Tbrev_anc,1.327533675,1.217197683,0.283563492691789,0.288337238,0.86760794,A_MRCA,1.223873588,0.70890323,-0.496339390892126,0.356265648
T_cast_DN1012_c0_g1_i2.p4.p1,XM_001810235.3,0,1665,LG5,OG0011651,TC014608,LG5,12345744,3041,38.98,1,Protein brambleberry-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WMX5],iB_14656,LG5,III,60,low,Female,LG5,Autosome,0.72470331,D_Tfree-Tcast_anc,0.76368184,-0.0755812,0.94895972,0.03897853,0.529058641,C_Tconf_anc,0.71080725,0.744306759,-0.426030757,0.181748609,0.816736831,D_Tfree-Tcast_anc,0.763681839,1.069472637,0.096899571532109,0.053054992,0.76060584,B_Tbrev_anc,0.747536084,1.01748378,0.0250057968092222,0.013069757,0.99962781,A_MRCA,0.804353627,1.242771558,0.31356112966899,0.195274183
T_cast_DN1014_c0_g1_i2.p1.p1,XM_008195162.2,0,2040,LGX,OG0013717,TC014168,LGX,2551198,4109,38.2,2,,iB_02256,LG5,I,20,low,Female,LGX,X,1.32981809,D_Tfree-Tcast_anc,1.00141902,0.40918315,1.32793372,0.32839907,3.712978633,C_Tconf_anc,2.115859896,1.75483199,0.811332912,1.597118737,0.376329627,D_Tfree-Tcast_anc,1.001419024,0.375796363,-1.41197699169602,0.625089397,2.322885911,B_Tbrev_anc,2.056354232,1.129613699,0.175829489709394,0.266531679,1.124096767,A_MRCA,1.846237939,0.608858015,-0.71582226286268,0.722141173
T_cast_DN10159_c0_g1_i1.p2.p1,XM_008197523.2,0,792,LG7,OG0010022,TC008966,LG7,12771307,2080,42.97,1,Insulinoma-associated protein 1a-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WQ63],iB_12435,LG7,III,10,low,Female,LG7,Autosome,0.0757212,D_Tfree-Tcast_anc,0.09145508,-0.2723659,0.82796063,0.01573387,0.113634053,C_Tconf_anc,0.132739392,0.856068804,-0.224201342,0.019105339,0.096198099,D_Tfree-Tcast_anc,0.091455078,1.051861754,0.0729451035434796,0.004743021,0.180196223,B_Tbrev_anc,0.155577183,1.158243253,0.211938278686579,0.02461904,0.282298425,A_MRCA,0.184138175,1.533079305,0.616432328276578,0.09816025
T_cast_DN1019_c0_g1_i10.p1.p1,XM_968184.3,0,1419,LG8,OG0011069,TC005610,LG8,10639056,1630,40.69,1,Lysophospholipid acyltransferase 7-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WX87],iB_09372,LG8,II,10,low,Female,LG8,Autosome,1.8154878,D_Tfree-Tcast_anc,1.85612587,-0.0319373,0.97810597,0.04063807,2.031373886,C_Tconf_anc,1.75953934,1.154491883,0.20725803,0.271834546,1.922477541,D_Tfree-Tcast_anc,1.856125871,1.035747398,0.0506721956290181,0.06635167,1.023579383,B_Tbrev_anc,1.633438171,0.626641033,-0.674288852931882,0.609858788,1.796617069,A_MRCA,1.67021615,1.075679378,0.105248125357722,0.126400919
T_cast_DN102_c0_g3_i1.p2.p1,XM_970030.3,0,438,LG8,OG0010772,TC005716,LG8,8547386,2453,34.87,1,Desumoylating isopeptidase 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WWN5],iB_10523,LG8,II,50,low,Female,LG8,Autosome,0.2922191,D_Tfree-Tcast_anc,0.43236189,-0.5651889,0.67586692,0.14014279,0.268015485,C_Tconf_anc,0.335514418,0.798819574,-0.32405841,0.067498933,0.598287754,D_Tfree-Tcast_anc,0.432361891,1.383766161,0.468600166495995,0.165925863,0.292067788,B_Tbrev_anc,0.31787537,0.918812262,-0.122157983983073,0.025807582,0.232368433,A_MRCA,0.29860344,0.778184046,-0.361816692150113,0.066235007
T_cast_DN102_c1_g1_i2.p2.p1,XM_008196290.2,0,2217,LG6,OG0010965,TC033318,LG6,652175,2310,43.72,1,,iB_08477,LG6,II,40,low,Female,LG6,Autosome,0.52967887,D_Tfree-Tcast_anc,0.57102627,-0.1084391,0.92759108,0.04134739,0.293499822,C_Tconf_anc,0.545026566,0.538505534,-0.892966924,0.251526744,0.619295389,D_Tfree-Tcast_anc,0.571026265,1.084530481,0.117070600277174,0.048269125,0.52720807,B_Tbrev_anc,0.614968104,0.857293357,-0.222139130899314,0.087760034,1.300120171,A_MRCA,0.769390694,1.689804908,0.756856693457944,0.530729477
T_cast_DN1021_c0_g1_i10.p2.p1,XM_966860.4,0,813,LG3,OG0011037,TC003247,LG3,308189,919,35.69,1,Negative elongation factor E-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WEE5],iB_07929,LG3,II,30,low,Female,LG3,Autosome,1.08959137,D_Tfree-Tcast_anc,0.99409729,0.13232823,1.0960611,0.09549408,1.080412485,C_Tconf_anc,1.196897795,0.902677313,-0.147717747,0.11648531,0.844612949,D_Tfree-Tcast_anc,0.994097286,0.84962806,-0.235096680478888,0.149484337,1.971550512,B_Tbrev_anc,1.316325371,1.497768375,0.582814532800835,0.655225141,1.020418127,A_MRCA,1.249632493,0.816574579,-0.292343439952007,0.229214366
T_cast_DN10232_c0_g1_i2.p1.p1,XM_008193342.2,0,390,LG4,OG0010508,TC007764,LG4,312562,551,39.94,1,,iB_14212,LG4,III,30,low,Female,LG4,Autosome,0.06118582,D_Tfree-Tcast_anc,0.06642542,-0.118538,0.92112064,0.00523959,0.127855737,C_Tconf_anc,0.105319089,1.213984449,0.27974994,0.022536648,0.0613106,D_Tfree-Tcast_anc,0.066425415,0.922999128,-0.115598809896799,0.005114815,0.146844917,B_Tbrev_anc,0.113865263,1.289637539,0.36696564327251,0.032979654,0.118012797,A_MRCA,0.114800052,1.027985568,0.0398200101364022,0.003212745
T_cast_DN10233_c0_g1_i2.p1.p1,XM_969976.3,0,1209,LG7,OG0015145,TC010201,LG7,13115318,1407,52.48,1,,iB_04784,LG7,II,40,low,Female,LG7,Autosome,0.17678722,D_Tfree-Tcast_anc,0.18786763,-0.0877025,0.94102011,0.01108041,0.169421358,C_Tconf_anc,0.230292866,0.73567784,-0.44285396,0.060871508,0.187653445,D_Tfree-Tcast_anc,0.187867628,0.99885993,-0.00164571213725557,0.000214182,0.490517092,B_Tbrev_anc,0.26695572,1.837447398,0.877702949326397,0.223561373,0.135304095,A_MRCA,0.237283497,0.570221264,-0.810406255251228,0.101979401
T_cast_DN1024_c0_g2_i1.p1.p1,XM_008198033.2,0,2745,LG7,OG0014312,TC008732,LG7,15148917,3038,31.34,1,"Putative 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WSA2]",iB_10598,LG7,II,30,low,Female,LG7,Autosome,0.83324388,D_Tfree-Tcast_anc,1.03275824,-0.3096919,0.80681407,0.19951436,0.289402047,C_Tconf_anc,1.091914839,0.26504086,-1.915713308,0.802512792,1.21652372,D_Tfree-Tcast_anc,1.032758236,1.177936595,0.23626188538572,0.183765484,1.300262775,B_Tbrev_anc,1.372639869,0.947271607,-0.0781499517448804,0.072377094,3.613081436,A_MRCA,1.877600455,1.924307925,0.944339675598037,1.735480981
T_cast_DN1024_c0_g2_i12.p1.p1,XM_008198034.2,0,2803,LG7,OG0015186,TC010102,LG7,15168443,4627,35.55,1,F-box only protein 11-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WSA1],iB_04760,LG7,I,20,low,Female,LG7,Autosome,2.18778702,D_Tfree-Tcast_anc,1.80445287,0.27791084,1.21243789,0.38333415,1.618044673,C_Tconf_anc,1.897424718,0.852758298,-0.229791207,0.279380045,1.396367433,D_Tfree-Tcast_anc,1.804452872,0.773845332,-0.369882849394434,0.408085439,2.688942711,B_Tbrev_anc,2.024475641,1.328216875,0.409490733675089,0.664467069,1.769004049,A_MRCA,1.966896329,0.899388556,-0.152983567758056,0.19789228
T_cast_DN1025_c0_g1_i4.p1.p1,XM_008202286.2,0,3744,LG5,OG0009844,TC033105,LG5,7852714,4410,34.06,2,Fibronectin type-III domain-containing protein 3a-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WI77],iB_01697,LG5,I,20,low,Female,LG5,Autosome,3.86541038,D_Tfree-Tcast_anc,3.25220342,0.24920409,1.18855123,0.61320696,4.632672919,C_Tconf_anc,3.979993763,1.163989995,0.219078657,0.652679156,2.445241586,D_Tfree-Tcast_anc,3.252203419,0.751872276,-0.411440490262462,0.806961834,5.121951761,B_Tbrev_anc,4.066015945,1.259697903,0.333077792819765,1.055935816,2.789599786,A_MRCA,3.77833165,0.738315226,-0.43769118386305,0.988731864
T_cast_DN1025_c0_g1_i4.p1.p1,XM_008202286.2,0,3744,LG5,OG0009844,TC033105,LG5,7852714,4410,34.06,2,Fibronectin type-III domain-containing protein 3a-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WI77],iB_04844,LG5,I,20,low,Female,LG5,Autosome,3.86541038,D_Tfree-Tcast_anc,3.25220342,0.24920409,1.18855123,0.61320696,4.632672919,C_Tconf_anc,3.979993763,1.163989995,0.219078657,0.652679156,2.445241586,D_Tfree-Tcast_anc,3.252203419,0.751872276,-0.411440490262462,0.806961834,5.121951761,B_Tbrev_anc,4.066015945,1.259697903,0.333077792819765,1.055935816,2.789599786,A_MRCA,3.77833165,0.738315226,-0.43769118386305,0.988731864
T_cast_DN10269_c0_g1_i1.p1.p1,XM_008193256.2,0,2337,LG3,OG0010822,TC002447,LG3,29473051,2898,31.02,1,Protein zer-1 homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WI51],iB_02744,LG3,II,50,low,Female,LG3,Autosome,1.08577041,D_Tfree-Tcast_anc,1.18881361,-0.1308035,0.91332266,0.1030432,1.436097723,C_Tconf_anc,1.235089425,1.162747971,0.217538422,0.201008298,1.279537099,D_Tfree-Tcast_anc,1.188813609,1.076314309,0.106099440637402,0.09072349,1.106912923,B_Tbrev_anc,1.189525261,0.930550161,-0.10384417488807,0.082612338,0.997685102,A_MRCA,1.146287481,0.870362033,-0.200312470612833,0.148602379
T_cast_DN1035_c0_g1_i1.p3.p1,XM_008193714.2,0,519,LG4,OG0012836,TC007983,LG4,3439552,740,35.55,1,,iB_15530,LG4,III,50,low,Female,LG4,Autosome,1.5742474,D_Tfree-Tcast_anc,1.11109733,0.50267709,1.41684024,0.46315007,1.090943945,C_Tconf_anc,1.10886651,0.983837041,-0.023508723,0.017922565,0.648541153,D_Tfree-Tcast_anc,1.111097329,0.583694278,-0.776715170339817,0.462556176,1.262893278,B_Tbrev_anc,1.113696981,1.133964893,0.181375976056533,0.149196297,0.878335299,A_MRCA,1.060650129,0.828110303,-0.272105150258276,0.18231483
T_cast_DN1037_c0_g1_i3.p1.p1,XM_001812627.3,0,1830,LG7,OG0012397,TC009012,LG7,8784377,1985,37.53,1,Endothelin-converting enzyme 2-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WPW2],iB_01458,LG7,II,20,low,Female,LG7,Autosome,0.74797781,D_Tfree-Tcast_anc,0.7026074,0.0902767,1.06457434,0.04537041,0.812682279,C_Tconf_anc,0.783387912,1.037394458,0.052964567,0.029294367,0.635731322,D_Tfree-Tcast_anc,0.702607399,0.904817289,-0.144301599250203,0.066876077,1.087098727,B_Tbrev_anc,0.806741232,1.34751849,0.430305068650294,0.280357495,0.471704984,A_MRCA,0.731229287,0.645084916,-0.632439011680814,0.259524304
T_cast_DN10386_c0_g1_i2.p1.p1,XM_008197588.2,0,2619,LG7,OG0010799,TC009926,LG7,11758514,3104,35.81,1,Condensin complex subunit 3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WQG2],iB_10363,LG7,II,20,low,Female,LG7,Autosome,0.06873841,D_Tfree-Tcast_anc,0.10096456,-0.5546605,0.68081725,0.03222615,0.095300335,C_Tconf_anc,0.118794727,0.80222698,-0.317917607,0.023494392,0.128443895,D_Tfree-Tcast_anc,0.100964559,1.272168144,0.347289365690721,0.027479337,0.210034985,B_Tbrev_anc,0.133535002,1.57288338,0.653411707375914,0.076499983,0.104970821,A_MRCA,0.127097081,0.825910559,-0.275942539115429,0.02212626
T_cast_DN1040_c0_g1_i1.p1.p1,XM_008194628.2,0,1047,LG4,OG0010502,TC008455,LG4,10786745,1166,36.57,1,,iB_08170,LG4,II,30,low,Female,LG4,Autosome,0.66106331,D_Tfree-Tcast_anc,0.37330249,0.82444333,1.77085161,0.28776082,0.393962733,C_Tconf_anc,0.33212052,1.186204132,0.246352303,0.061842213,0.09650527,D_Tfree-Tcast_anc,0.373302487,0.258517619,-1.95166548659693,0.276797217,0.192224746,B_Tbrev_anc,0.29565077,0.650175021,-0.621099963522321,0.103426024,0.210019232,A_MRCA,0.276350757,0.759973426,-0.395979121766688,0.066331525
T_cast_DN1043_c0_g1_i10.p1.p1,XM_008195775.2,0,1113,LG5,OG0014006,TC031153,LG5,11612376,1919,37.22,1,,iB_14850,LG5,III,40,low,Female,LG5,Autosome,0.71352606,D_Tfree-Tcast_anc,0.6306997,0.17801288,1.13132456,0.08282636,0.956543198,C_Tconf_anc,0.828189207,1.154981482,0.207869721,0.128353991,0.495296993,D_Tfree-Tcast_anc,0.630699699,0.785313508,-0.348659381923278,0.135402706,1.211293768,B_Tbrev_anc,0.867130231,1.39689948,0.482228209114543,0.344163538,0.533007451,A_MRCA,0.791824167,0.67313865,-0.571024400613557,0.258816717
T_cast_DN1048_c0_g1_i4.p1.p1,XM_008200588.2,0,1071,LG10,OG0010540,TC011406,LG10,5716826,1104,32.98,1,cAMP-dependent protein kinase catalytic subunit-like Protein [Source:UniProtKB/TrEMBL;Acc:D6X4G7],iB_16897,LG10,II/III,70,low,Female,LG10,Autosome,0.13334617,D_Tfree-Tcast_anc,0.09734842,0.45394684,1.36978251,0.03599774,0.101384072,C_Tconf_anc,0.129011019,0.785855911,-0.347663281,0.027626947,0.052921352,D_Tfree-Tcast_anc,0.097348423,0.543628245,-0.879307679097701,0.044427071,0.134930042,B_Tbrev_anc,0.15067729,0.895490235,-0.159250394081,0.015747248,0.342094657,A_MRCA,0.193819779,1.765014172,0.819679767642171,0.148274878
T_cast_DN1049_c0_g1_i4.p1.p1,XM_962400.2,0,765,LG3,OG0010741,TC032340,LG3,2687714,1164,30.62,1,Syntaxin-6-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WLW2],iB_06899,LG3,II,20,low,Female,LG3,Autosome,2.06821436,D_Tfree-Tcast_anc,2.01681178,0.03630927,1.02548705,0.05140258,1.434879651,C_Tconf_anc,1.759857449,0.815338567,-0.294528836,0.324977798,2.03381648,D_Tfree-Tcast_anc,2.016811782,1.008431475,0.0121130530825158,0.017004698,1.942001411,B_Tbrev_anc,1.759734651,1.103576275,0.142186347027217,0.182266761,1.426954261,A_MRCA,1.684731141,0.846992274,-0.23957928427441,0.25777688
T_cast_DN10508_c0_g1_i1.p1.p1,XM_008194005.2,0,981,LG4,OG0014359,TC007345,LG4,5855090,1175,37.11,1,,iB_04316,LG4,I,100,high,Female,LG4,Autosome,0.52891769,D_Tfree-Tcast_anc,0.53560883,-0.0181365,0.98750743,0.00669113,0.755294396,C_Tconf_anc,0.591837713,1.276184972,0.35183745,0.163456683,0.527330509,D_Tfree-Tcast_anc,0.535608826,0.984544099,-0.022472267255555,0.008278317,0.44593369,B_Tbrev_anc,0.562320176,0.793024523,-0.334562615085564,0.116386487,0.55250756,A_MRCA,0.560108565,0.986429406,-0.0197122865547128,0.007601006
T_cast_DN10533_c0_g1_i1.p1.p1,XM_967703.3,0,1170,LG6,OG0012294,TC015642,LG6,3909264,1520,42.61,1,Serine palmitoyltransferase 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A639],iB_05857,LG6,I,0,low,Female,LG6,Autosome,1.85622262,D_Tfree-Tcast_anc,2.43801126,-0.393335,0.76136753,0.58178864,3.584392122,C_Tconf_anc,2.906588756,1.233195482,0.302401509,0.677803366,2.895053568,D_Tfree-Tcast_anc,2.43801126,1.187465216,0.247885253857297,0.457042308,3.207988443,B_Tbrev_anc,2.879560003,1.114055078,0.155820559722243,0.32842844,2.078555367,A_MRCA,2.699026051,0.770113118,-0.376857723866951,0.620470684
